,timestamp,Iteration,container_cpu_usage_seconds_total,container_memory_usage_bytes,kube_deployment_spec_replicas,kube_pod_container_resource_limits_cpu_cores,kube_pod_container_resource_limits_memory_bytes,kube_pod_container_resource_requests_cpu_cores,kube_pod_container_resource_requests_memory_bytes,response_latency_ms_count,response_latency_ms_sum,datapoints,CPU usage [%],Memory usage [%],Response time [ms]
98,2021-02-01 20:28:41.128999936,4,2.8745278,5677056.0,1.0,0.5,524288000.0,0.1,209715200.0,2198.5,81.0,18,574.90556,1.0828125,0.036843302251535134
99,2021-02-01 20:28:46.431000064,4,2.935133525,6063104.0,1.0,0.5,524288000.0,0.1,209715200.0,2199.0,81.0,19,587.026705,1.1564453125,0.036834924965893585
100,2021-02-01 20:28:54.041999872,4,2.9957392499999997,6449152.0,1.0,0.5,524288000.0,0.1,209715200.0,2199.5,81.0,20,599.14785,1.230078125,0.03682655148897477
101,2021-02-01 20:28:56.431000064,4,3.056344975,6835200.0,1.0,0.5,524288000.0,0.1,209715200.0,2200.0,81.0,21,611.268995,1.3037109375,0.03681818181818182
102,2021-02-01 20:29:05.288000000,4,3.1169507,7221248.0,1.0,0.5,524288000.0,0.1,209715200.0,2200.5,81.0,22,623.39014,1.3773437499999999,0.03680981595092025
103,2021-02-01 20:29:06.431000064,4,2.9973655,6449152.0,1.0,0.5,524288000.0,0.1,209715200.0,2201.0,81.0,23,599.4730999999999,1.230078125,0.03680145388459791
104,2021-02-01 20:29:10.030000128,4,2.8777803,5677056.0,1.0,0.5,524288000.0,0.1,209715200.0,2201.3333333333335,81.0,24,575.55606,1.0828125,0.036795881284070256
105,2021-02-01 20:29:12.527000064,4,0.1176187,1409024.0,1.0,0.5,524288000.0,0.1,209715200.0,2201.6666666666665,81.0,25,23.52374,0.26875,0.03679031037093111
106,2021-02-01 20:29:16.431000064,4,1.1233888,3346432.0,1.0,0.5,524288000.0,0.1,209715200.0,2202.0,81.0,26,224.67776,0.6382812499999999,0.03678474114441417
107,2021-02-01 20:29:24.041999872,4,2.1291589,5283840.0,1.0,0.5,524288000.0,0.1,209715200.0,2204.8,81.0,27,425.83178000000004,1.0078125,0.03673802612481857
108,2021-02-01 20:31:29.064000000,5,3.134929,7221248.0,1.0,0.5,524288000.0,0.1,209715200.0,2207.6,81.0,1,626.9858,1.3773437499999999,0.03669142960681283
109,2021-02-01 20:31:33.664000000,5,0.1176187,1409024.0,1.0,0.5,524288000.0,0.1,209715200.0,2210.4,81.0,2,23.52374,0.26875,0.03664495114006514
110,2021-02-01 20:31:34.507000064,5,2.8952441,5677056.0,1.0,0.5,524288000.0,0.1,209715200.0,2213.2,81.0,3,579.0488200000001,1.0828125,0.03659859027652269
111,2021-02-01 20:31:36.431000064,5,2.895985,5677056.0,1.0,0.5,524288000.0,0.1,209715200.0,2216.0,81.0,4,579.197,1.0828125,0.03655234657039711
112,2021-02-01 20:31:46.431000064,5,2.8967259000000003,5677056.0,1.0,0.5,524288000.0,0.1,209715200.0,2217.0,81.0,5,579.34518,1.0828125,0.036535859269282815
113,2021-02-01 20:31:54.041999872,5,2.8974668,5677056.0,1.0,0.5,524288000.0,0.1,209715200.0,2217.5,81.0,6,579.49336,1.0828125,0.03652762119503946
114,2021-02-01 20:31:56.431000064,5,2.8982077000000004,5677056.0,1.0,0.5,524288000.0,0.1,209715200.0,2218.0,81.0,7,579.6415400000001,1.0828125,0.03651938683498648
115,2021-02-01 20:32:01.734000128,5,2.8989486,5677056.0,1.0,0.5,524288000.0,0.1,209715200.0,2218.5,81.0,8,579.78972,1.0828125,0.036511156186612576
116,2021-02-01 20:32:06.431000064,5,1.50828365,3543040.0,1.0,0.5,524288000.0,0.1,209715200.0,2219.0,81.0,9,301.65673000000004,0.67578125,0.03650292924740874
117,2021-02-01 20:32:07.079000064,5,0.1176187,1409024.0,1.0,0.5,524288000.0,0.1,209715200.0,2219.3333333333335,81.33333333333333,10,23.52374,0.26875,0.03664764193451486
118,2021-02-01 20:32:09.404000000,5,3.1398529,7221248.0,1.0,0.5,524288000.0,0.1,209715200.0,2219.6666666666665,81.66666666666667,11,627.97058,1.3773437499999999,0.03679231115783151
119,2021-02-01 20:32:16.431000064,5,2.3842943500000002,5768192.0,1.0,0.5,524288000.0,0.1,209715200.0,2220.0,82.0,12,476.85887,1.1001953125,0.036936936936936934
120,2021-02-01 20:32:24.041999872,5,1.6287358,4315136.0,1.0,0.5,524288000.0,0.1,209715200.0,2220.5,82.0,13,325.74716,0.8230468750000001,0.0369286196802522
121,2021-02-01 20:32:26.431000064,5,0.8731772499999999,2862080.0,1.0,0.5,524288000.0,0.1,209715200.0,2221.0,82.0,14,174.63545,0.5458984375,0.03692030616839262
122,2021-02-01 20:32:26.473999872,5,0.1176187,1409024.0,1.0,0.5,524288000.0,0.1,209715200.0,2221.3333333333335,82.0,15,23.52374,0.26875,0.03691476590636254
123,2021-02-01 20:32:32.512999936,5,2.9035429,5677056.0,1.0,0.5,524288000.0,0.1,209715200.0,2221.6666666666665,82.0,16,580.70858,1.0828125,0.03690922730682671
124,2021-02-01 20:32:36.431000064,5,3.0242985,6449152.0,1.0,0.5,524288000.0,0.1,209715200.0,2222.0,82.0,17,604.8597,1.230078125,0.0369036903690369
125,2021-02-01 20:32:42.039000064,5,3.1450541,7221248.0,1.0,0.5,524288000.0,0.1,209715200.0,2222.5,82.0,18,629.01082,1.3773437499999999,0.03689538807649044
126,2021-02-01 20:32:46.431000064,5,2.38819525,5768192.0,1.0,0.5,524288000.0,0.1,209715200.0,2223.0,82.0,19,477.63905,1.1001953125,0.03688708951866847
127,2021-02-01 20:32:54.041999872,5,1.6313364,4315136.0,1.0,0.5,524288000.0,0.1,209715200.0,2223.5,82.0,20,326.26727999999997,0.8230468750000001,0.0368787946930515
128,2021-02-01 20:32:56.431000064,5,0.8744775499999999,2862080.0,1.0,0.5,524288000.0,0.1,209715200.0,2224.0,82.0,21,174.89551,0.5458984375,0.0368705035971223
129,2021-02-01 20:33:02.399000064,5,0.1176187,1409024.0,1.0,0.5,524288000.0,0.1,209715200.0,2224.5,82.0,22,23.52374,0.26875,0.03686221622836593
130,2021-02-01 20:33:06.431000064,5,1.5131491,3543040.0,1.0,0.5,524288000.0,0.1,209715200.0,2225.0,82.0,23,302.62982,0.67578125,0.036853932584269666
131,2021-02-01 20:33:06.624000000,5,2.9086795,5677056.0,1.0,0.5,524288000.0,0.1,209715200.0,2225.3333333333335,82.0,24,581.7359,1.0828125,0.036848412222887955
132,2021-02-01 20:33:14.576000000,5,3.1490773,7221248.0,1.0,0.5,524288000.0,0.1,209715200.0,2225.6666666666665,82.0,25,629.81546,1.3773437499999999,0.03684289351505167
133,2021-02-01 20:33:16.431000064,5,3.1490773,7221248.0,1.0,0.5,524288000.0,0.1,209715200.0,2226.0,82.0,26,629.81546,1.3773437499999999,0.036837376460017966
134,2021-02-01 20:33:24.041999872,5,3.1490773,7221248.0,1.0,0.5,524288000.0,0.1,209715200.0,2226.0,82.0,27,629.81546,1.3773437499999999,0.036837376460017966
