Iteration,pod,Unnamed: 0,run,Unnamed: 0.1,index,datapoint_x,cpu throttled total,datapoint_y,cpu usage,memory usage,cpu limit,memory limit,number of pods,average response time
16,webui,15.0,4.5,15.0,111.0,171.34285617810855,244.34725452299108,26.5,44.08985691625133,49.570528846153856,200.0,900.0,1.0,624.611148927185
17,webui,16.0,4.5,16.0,118.0,203.79575330569722,266.3119798619886,39.5,45.77883819630275,49.63096153846154,200.0,900.0,2.0,550.8172554530945
18,webui,17.0,4.5,17.0,125.0,238.26202113508353,262.06734182190934,52.5,39.685222468237924,49.3025,200.0,900.0,3.0,531.3846767600011
19,webui,18.0,4.5,18.0,132.0,271.5162279687504,255.10667152815788,65.5,33.299969442659425,49.03601923076922,200.0,900.0,4.0,527.0123027390081
20,webui,19.0,4.5,19.0,139.0,138.76888111888113,161.88186147083334,13.5,27.217313746857105,40.049615384615386,200.0,900.0,5.0,722.7422619195294
21,webui,20.0,4.5,20.0,146.0,170.94180018096174,243.70524080565477,26.5,43.8661590865384,44.52567307692308,200.0,1000.0,1.0,629.9395907908931
22,webui,21.0,4.5,21.0,153.0,205.6607873149742,267.39935869561236,39.5,45.60135862059824,44.54189102564103,200.0,1000.0,2.0,550.3095563837309
23,webui,22.0,4.5,22.0,160.0,239.63478965879227,265.1895130791066,52.5,39.4891694688657,44.147307692307706,200.0,1000.0,3.0,530.4338850224068
24,webui,23.0,4.5,23.0,167.0,163.46094513518517,458.88177513965775,26.5,57.16064666217074,47.12875,200.0,1000.0,4.0,2706.4064544891658
25,webui,24.0,4.5,24.0,174.0,272.33612855917295,259.73957838416027,65.5,33.60218902487918,43.919153846153854,200.0,1000.0,5.0,526.5257409473808
26,webui,25.0,4.5,25.0,181.0,140.8044871794872,165.99531521354166,13.5,26.05447593180377,36.12336538461539,300.0,600.0,1.0,696.2186337875303
27,webui,26.0,4.5,26.0,188.0,172.7753065706387,252.11893029441964,26.5,43.98925515941213,40.30466346153846,300.0,600.0,2.0,612.4919244923651
28,webui,27.0,4.5,27.0,195.0,205.5257570509622,269.6334984988006,39.5,45.675583930947425,40.48990384615386,300.0,600.0,3.0,541.7192635600875
29,webui,28.0,4.5,28.0,202.0,241.2737626728517,256.97678283868987,52.5,39.61308836209017,40.041634615384616,300.0,600.0,4.0,523.6514605168238
30,webui,29.0,4.5,29.0,209.0,271.47381507926275,249.7792636077769,65.5,33.143702434177946,39.65911538461538,300.0,600.0,5.0,521.3487614366437
31,webui,30.0,4.5,30.0,216.0,198.14599830219393,602.6779779142361,39.5,59.51904027235903,47.8648076923077,300.0,700.0,1.0,1812.7874200226704
32,webui,31.0,4.5,31.0,223.0,230.50523268895324,716.8613507267856,52.5,60.214354851539746,48.21266826923076,300.0,700.0,2.0,1390.0028061990422
33,webui,32.0,4.5,32.0,230.0,261.85505401108264,799.5346607910207,65.5,59.837289664097604,48.15332692307692,300.0,700.0,3.0,1138.97959753813
34,webui,33.0,4.5,33.0,237.0,130.68749999999997,279.139574771875,13.5,40.684728775042274,37.24932692307692,300.0,700.0,4.0,4790.884856274256
35,webui,34.0,4.5,34.0,244.0,160.95865106762483,456.24535183363093,26.5,56.97023527111124,42.32826923076922,300.0,700.0,5.0,2599.9068247785513
36,webui,35.0,4.5,35.0,251.0,196.68957635632287,595.4107589813448,39.5,59.13921381751791,43.13102564102565,300.0,800.0,1.0,1751.3420353731335
37,webui,36.0,4.5,36.0,258.0,231.64597145137554,723.1146013247835,52.5,60.30769116059808,43.32298076923077,300.0,800.0,2.0,1352.9872876651589
38,webui,37.0,4.5,37.0,265.0,163.44857210861363,466.8731469866072,26.5,57.33878795073625,61.50269230769231,300.0,800.0,3.0,2877.5844031361144
39,webui,38.0,4.5,38.0,272.0,258.7603037843599,819.1842064294444,65.5,60.59860724542813,43.144153846153856,300.0,800.0,4.0,1118.2946251660785
40,webui,39.0,4.5,39.0,279.0,130.69332057590668,278.06407662708335,13.5,40.29824229548798,33.60673076923077,300.0,800.0,5.0,5093.327357488719
41,webui,40.0,4.5,40.0,286.0,164.93949276844057,449.99295254575895,26.5,57.43213420145507,38.36649038461538,300.0,900.0,1.0,2692.0121262462926
42,webui,41.0,4.5,41.0,293.0,197.0080424083047,606.0265331667298,39.5,59.41101269677842,38.9098717948718,300.0,900.0,2.0,1805.1140843869362
43,webui,42.0,4.5,42.0,300.0,228.84559330526946,710.8936136830368,52.5,59.730699090401096,39.4641826923077,300.0,900.0,3.0,1380.5652975146224
44,webui,43.0,4.5,43.0,307.0,262.74723652269194,812.2067792790967,65.5,60.07837294683599,39.63538461538461,300.0,900.0,4.0,1121.6071709186022
45,webui,44.0,4.5,44.0,314.0,136.30818392716117,227.88672364687497,13.5,33.766285488315134,55.96701923076924,300.0,900.0,5.0,1946.5967659209198
46,webui,45.0,4.5,45.0,321.0,169.33961430429147,383.0759432328125,26.5,50.68767162042243,63.26971153846153,300.0,1000.0,1.0,1429.158971602262
47,webui,46.0,4.5,46.0,328.0,201.66876018853935,498.41489420085855,39.5,54.26531105845008,63.19378205128204,300.0,1000.0,2.0,1025.1692787997017
48,webui,47.0,4.5,47.0,335.0,234.45004841573453,581.2800810631663,52.5,55.28040008553767,63.15127403846154,300.0,1000.0,3.0,829.3404045480283
49,webui,48.0,4.5,48.0,342.0,196.11484357857896,625.298771570423,39.5,60.161515455414445,62.74064102564101,300.0,1000.0,4.0,1939.3643358506501
50,webui,49.0,4.5,49.0,349.0,267.18671332334503,614.1414777442055,65.5,55.34585785863706,63.200307692307696,300.0,1000.0,5.0,720.9187794529361
51,webui,50.0,4.5,50.0,356.0,134.37320788530465,235.83369156458335,13.5,34.47463354538024,47.8598076923077,400.0,600.0,1.0,1879.24839386043
52,webui,51.0,4.5,51.0,363.0,166.3999630006703,390.4060261842262,26.5,52.258703132156775,54.62956730769231,400.0,600.0,2.0,1419.092324563857
53,webui,52.0,4.5,52.0,370.0,200.22381107542338,505.81233643724744,39.5,54.90943750131813,54.8034294871795,400.0,600.0,3.0,1033.981253941862
54,webui,53.0,4.5,53.0,377.0,232.99092812511802,573.4727756145833,52.5,55.46768129470494,54.37509615384616,400.0,600.0,4.0,837.2546539664249
55,webui,54.0,4.5,54.0,384.0,265.5235709445674,608.2699826830535,65.5,55.152349170315716,54.36090384615385,400.0,600.0,5.0,727.1575099587668
56,webui,55.0,4.5,55.0,391.0,136.1698129663905,227.299816678125,13.5,34.102821650312556,43.69663461538462,400.0,700.0,1.0,1898.5900089439976
57,webui,56.0,4.5,56.0,398.0,168.19071409024497,381.1910590074405,26.5,51.06953519317971,49.18153846153846,400.0,700.0,2.0,1435.8770413844525
58,webui,57.0,4.5,57.0,405.0,202.333060975512,493.88116776366786,39.5,54.82691511461944,48.99310897435898,400.0,700.0,3.0,1043.5406785346254
59,webui,58.0,4.5,58.0,412.0,233.61516256414734,560.3029469557373,52.5,55.266254920166055,49.30605769230769,400.0,700.0,4.0,838.8161068006314
60,webui,59.0,4.5,59.0,419.0,231.49377199910944,719.0283356104092,52.5,60.29045831293366,63.02757211538462,400.0,700.0,5.0,1470.4709703137319
61,webui,60.0,4.5,60.0,426.0,265.5326084738769,611.4514261075872,65.5,54.70923221723244,48.94915384615384,400.0,800.0,1.0,722.7107079310184
62,webui,61.0,4.5,61.0,433.0,135.94444444444446,225.6522873572917,13.5,33.46262762817705,38.53615384615385,400.0,800.0,2.0,1875.404087170916
63,webui,62.0,4.5,62.0,440.0,167.87870693654463,383.01558088906245,26.5,51.95969664290462,44.156730769230755,400.0,800.0,3.0,1408.9656412129523
64,webui,63.0,4.5,63.0,447.0,200.28767882111103,505.3904836456377,39.5,54.73648588013154,43.69990384615385,400.0,800.0,4.0,1009.0640842152254
65,webui,64.0,4.5,64.0,454.0,232.28409797449632,584.8790208434971,52.5,55.188072646645914,43.620576923076925,400.0,800.0,5.0,825.5721690820645
66,webui,65.0,4.5,65.0,461.0,265.94252256641084,615.9399771087325,65.5,54.78174606725876,43.57346153846154,400.0,900.0,1.0,722.0014557945022
67,webui,66.0,4.5,66.0,468.0,136.63412950232095,234.685904203125,13.5,33.839264521205884,34.966442307692304,400.0,900.0,2.0,1833.958103266791
68,webui,67.0,4.5,67.0,475.0,169.2374334128404,380.72043676904764,26.5,51.209311112052326,38.973125,400.0,900.0,3.0,1384.865173002004
69,webui,68.0,4.5,68.0,482.0,202.7243961076543,502.6100595878788,39.5,54.22868001021888,39.22663461538461,400.0,900.0,4.0,1006.365456106965
70,webui,69.0,4.5,69.0,489.0,235.2320046090714,573.3892172078496,52.5,55.66587843277826,39.15644230769231,400.0,900.0,5.0,815.7217315980911
71,webui,70.0,4.5,70.0,496.0,260.7279842774126,816.9988328126864,65.5,59.59614847701013,62.47432692307692,400.0,1000.0,1.0,1175.6477196856479
72,webui,71.0,4.5,71.0,503.0,267.16256513810976,600.762406962788,65.5,54.70526593309622,39.3536923076923,400.0,1000.0,2.0,709.7725228922957
73,webui,72.0,4.5,72.0,510.0,136.61979166666669,201.4449051625,13.5,30.86897048409306,57.82490384615384,400.0,1000.0,3.0,1132.0861590960544
74,webui,73.0,4.5,73.0,517.0,169.34972834223535,338.4932102628721,26.5,47.78603468360072,64.74812499999999,400.0,1000.0,4.0,961.8096368796064
75,webui,74.0,4.5,74.0,524.0,201.58609929230533,409.65877330395836,39.5,51.71520790227831,64.4403205128205,400.0,1000.0,5.0,751.0590939406458
76,webui,75.0,4.5,75.0,531.0,235.1055113326569,439.80809810297046,52.5,52.23941788194695,63.88545673076923,500.0,600.0,1.0,651.0533829903006
77,webui,76.0,4.5,76.0,538.0,268.44775065857243,450.5687307602942,65.5,47.90765633136607,63.47567307692306,500.0,600.0,2.0,607.1596367504548
78,webui,77.0,4.5,77.0,545.0,138.18918329933956,201.41244953125,13.5,29.969499998817014,48.59451923076924,500.0,600.0,3.0,1140.6613480439255
79,webui,78.0,4.5,78.0,552.0,169.41729610888873,335.2190428841518,26.5,48.18216591371739,55.66490384615385,500.0,600.0,4.0,971.9998270459791
80,webui,79.0,4.5,79.0,559.0,203.42458044759127,416.44279508984846,39.5,51.763414730594576,55.21102564102565,500.0,600.0,5.0,756.8580477058979
81,webui,80.0,4.5,80.0,566.0,234.10622034258128,441.4869911145473,52.5,51.69976263980398,54.955769230769256,500.0,700.0,1.0,650.1357843432613
82,webui,81.0,4.5,81.0,573.0,132.5034924202362,271.97922033229173,13.5,38.784144356834545,45.20663461538462,500.0,700.0,2.0,4986.874307459892
83,webui,82.0,4.5,82.0,580.0,268.37261602174215,449.7848138402831,65.5,47.680524445921236,54.96126923076925,500.0,700.0,3.0,608.4681637707432
84,webui,83.0,4.5,83.0,587.0,137.74144954507858,207.53833061458334,13.5,31.61235624840406,44.067980769230765,500.0,700.0,4.0,1114.238322237368
85,webui,84.0,4.5,84.0,594.0,170.196901148009,336.44741526436013,26.5,48.29400673390388,49.75961538461538,500.0,700.0,5.0,939.3039487237309
86,webui,85.0,4.5,85.0,601.0,203.12881765853285,410.0881849945455,39.5,51.566453463333495,49.33451923076923,500.0,800.0,1.0,736.8044796437539
87,webui,86.0,4.5,86.0,608.0,234.44355454835886,443.0101788055208,52.5,51.21224009362815,48.87420673076922,500.0,800.0,2.0,637.3148744809296
88,webui,87.0,4.5,87.0,615.0,266.09540590456504,444.5250360759086,65.5,47.531153719494924,48.86236538461537,500.0,800.0,3.0,600.3990348262549
89,webui,88.0,4.5,88.0,622.0,136.2437263257576,200.7377328625,13.5,29.794640415109825,39.651057692307695,500.0,800.0,4.0,1200.922076770274
90,webui,89.0,4.5,89.0,629.0,170.32088554289223,341.7990197578125,26.5,48.485791003397665,44.49879807692308,500.0,800.0,5.0,986.168381210393
91,webui,90.0,4.5,90.0,636.0,204.11068595202954,418.9902661160417,39.5,51.48586841967339,44.238012820512814,500.0,900.0,1.0,754.2748406885858
92,webui,91.0,4.5,91.0,643.0,234.95116864990814,447.95705250270834,52.5,51.73593869824182,44.09788461538461,500.0,900.0,2.0,645.1959074840372
93,webui,92.0,4.5,92.0,650.0,162.35804365862205,446.3928196036459,26.5,56.70003289235156,53.074519230769226,500.0,900.0,3.0,2653.3835472382257
94,webui,93.0,4.5,93.0,657.0,267.55048046150773,449.35517225585374,65.5,47.637229792692644,43.90069230769232,500.0,900.0,4.0,602.0510819533516
95,webui,94.0,4.5,94.0,664.0,137.03887953444405,207.60765969374998,13.5,29.670175144148853,34.77471153846153,500.0,900.0,5.0,1095.9428952970306
96,webui,95.0,4.5,95.0,671.0,169.59415416723274,330.0842567481399,26.5,47.788980537916025,39.91615384615384,500.0,1000.0,1.0,943.9795450611009
97,webui,96.0,4.5,96.0,678.0,203.46968740173466,413.78377109638893,39.5,51.21407086166631,39.8148717948718,500.0,1000.0,2.0,742.184509819763
98,webui,97.0,4.5,97.0,685.0,236.91985620450913,433.84224770572916,52.5,51.48957536998843,39.631225961538455,500.0,1000.0,3.0,639.2578655953198
99,webui,98.0,4.5,98.0,692.0,269.66142789854206,452.57613007481353,65.5,47.474342122733226,39.62990384615384,500.0,1000.0,4.0,600.7140072546953
100,webui,99.0,4.5,99.0,699.0,139.27200009192197,179.937397159375,13.5,27.597975015337752,57.74336538461539,500.0,1000.0,5.0,828.7270043455468
101,webui,100.0,4.5,100.0,706.0,170.53584178978917,283.8907587189732,26.5,45.60303658405239,64.58442307692309,600.0,600.0,1.0,742.0530904495217
102,webui,101.0,4.5,101.0,713.0,202.14508965408115,326.66199218311243,39.5,48.8643941867061,64.41897435897435,600.0,600.0,2.0,619.8524480973399
103,webui,102.0,4.5,102.0,720.0,234.82017616919367,339.28390420325314,52.5,45.71991108843556,63.702908653846166,600.0,600.0,3.0,577.3045723266515
104,webui,103.0,4.5,103.0,727.0,197.70330228424515,597.7275303930556,39.5,59.46597556326089,53.50926282051282,600.0,600.0,4.0,1780.9680029544277
105,webui,104.0,4.5,104.0,734.0,271.25386750751875,335.10951343613436,65.5,39.50522810983074,63.324153846153855,600.0,600.0,5.0,560.2301543478368
106,webui,105.0,4.5,105.0,741.0,138.487751898639,179.03179385625003,13.5,28.35735904260859,49.190384615384616,600.0,700.0,1.0,851.9811049088063
107,webui,106.0,4.5,106.0,748.0,170.67655625166623,284.35034852306546,26.5,45.58086094446045,55.924615384615386,600.0,700.0,2.0,739.8759378331272
108,webui,107.0,4.5,107.0,755.0,203.15020581830737,337.9929067490278,39.5,49.08808193030816,56.05333333333332,600.0,700.0,3.0,614.1710221418364
109,webui,108.0,4.5,108.0,762.0,237.80691076670587,340.98743045956735,52.5,46.36061628992331,55.531899038461546,600.0,700.0,4.0,566.6031729494043
110,webui,109.0,4.5,109.0,769.0,270.28901977744965,331.2929941547161,65.5,39.66528149257208,55.335365384615386,600.0,700.0,5.0,550.8133511241513
111,webui,110.0,4.5,110.0,776.0,138.46332038862775,182.0539837677083,13.5,28.48629541787904,44.79298076923077,600.0,800.0,1.0,842.2663024912707
112,webui,111.0,4.5,111.0,783.0,171.47810831641476,288.6254940145833,26.5,45.73286819261669,50.54971153846153,600.0,800.0,2.0,740.0467126627827
113,webui,112.0,4.5,112.0,790.0,204.58332850009157,339.7562718745834,39.5,48.85835244951526,50.068301282051294,600.0,800.0,3.0,620.3048701212158
114,webui,113.0,4.5,113.0,797.0,236.74008849711862,335.01487651907854,52.5,45.833581895253715,49.656009615384626,600.0,800.0,4.0,576.61244098057
115,webui,114.0,4.5,114.0,804.0,230.24816217765024,708.4097126406845,52.5,60.45421805452969,53.82836538461538,600.0,800.0,5.0,1373.353862933287
116,webui,115.0,4.5,115.0,811.0,268.84283687518575,330.9183223032986,65.5,38.85988179918324,49.299307692307686,600.0,900.0,1.0,562.9971321703972
117,webui,116.0,4.5,116.0,818.0,137.3463542263747,178.64826332812498,13.5,27.873507313029588,39.565769230769234,600.0,900.0,2.0,818.2339484215497
118,webui,117.0,4.5,117.0,825.0,170.50102703759825,282.49303513653274,26.5,45.53640980907073,44.183028846153846,600.0,900.0,3.0,721.573881602254
119,webui,118.0,4.5,118.0,832.0,201.26035856324347,331.52915730194445,39.5,48.83279394502844,43.81721153846154,600.0,900.0,4.0,608.7075560988231
120,webui,119.0,4.5,119.0,839.0,235.10815737426697,336.28760150520094,52.5,46.14845643241598,43.63689903846152,600.0,900.0,5.0,567.7751981063527
121,webui,120.0,4.5,120.0,846.0,268.92537861439445,328.69719302484884,65.5,39.74071049237588,43.61498076923076,600.0,1000.0,1.0,553.2446754218836
122,webui,121.0,4.5,121.0,853.0,137.85583932802172,177.13028430104168,13.5,28.079680153978952,35.97365384615385,600.0,1000.0,2.0,830.5197822779863
123,webui,122.0,4.5,122.0,860.0,171.12742944369066,282.90584557849706,26.5,45.725337764984964,40.41509615384616,600.0,1000.0,3.0,728.940095076112
124,webui,123.0,4.5,123.0,867.0,204.85678885265742,336.7899835498675,39.5,48.26140302306497,40.09624999999999,600.0,1000.0,4.0,608.239190914466
125,webui,124.0,4.5,124.0,874.0,235.88525268490554,343.44062061219324,52.5,44.837934557743786,40.09865384615385,600.0,1000.0,5.0,564.418897063969
